onehot__foundation_PConc,scaler__total_bsmt_sf,scaler__gr_liv_area,scaler__garage_area,onehot__exter_qual_TA,scaler__year_built,scaler__overall_qual,scaler__1st_flr_sf,scaler__garage_cars,scaler__year_remod_add,SalePrice
0.0,0.23012210229978,-0.6381390769816753,0.10302806675202195,1.0,0.4180871879412373,-0.06777462470031695,0.043967918215679615,0.3067040350468145,-0.01216601887215925,148000
1.0,-1.949725640919969,-0.7251721365516622,-0.7665681404458805,1.0,1.2119862576039122,-0.06777462470031695,-0.06831551897831085,-1.0081267330601735,1.1384806543234438,143000
1.0,-0.4912010843223638,-0.7528644736875671,-0.16668626489224728,0.0,1.0796697459934663,0.6409543078801403,-0.10404206717639873,0.3067040350468145,0.9946498201739933,259000
0.0,-0.7815450084973148,0.7603239483815233,-2.198844246418896,1.0,-2.129005660559845,-1.4852324898612315,-0.5557277122522241,-2.3229575011671613,-1.6422488058992635,93369
0.0,0.2890982118978169,-0.6341830288194031,0.6936094481110252,1.0,-0.3758118817214377,-0.06777462470031695,0.049071710815406455,0.3067040350468145,-1.1628126920677622,122000
0.0,-0.026197143260918897,-0.9091283760973163,-0.97117901272774,1.0,-0.17733711430576898,-0.7765035572807742,-0.3056418748656089,-1.0081267330601735,-0.8751510237688614,165000
0.0,-1.2057193352216573,-0.3196771999187687,0.47969808163453587,0.0,0.3850080600386258,-0.06777462470031695,0.4548232224936902,0.3067040350468145,-0.060109630255309375,156500
1.0,0.7314190338830938,0.11351007385002973,-0.24574046554660206,0.0,1.0465906180908549,0.6409543078801403,1.013688512163779,0.3067040350468145,0.9467062087908432,185101
1.0,0.10763325928847256,-0.7924249553102884,-0.5619572681640211,1.0,0.7819575948699633,-0.7765035572807742,-0.15507999317366714,-1.0081267330601735,1.0425934315571435,144000
0.0,-1.1467432256236203,-0.8062711238782408,-2.198844246418896,1.0,-0.045020602695323146,-1.4852324898612315,-1.5662786469981382,-2.3229575011671613,-0.683376578236261,85500
0.0,-1.3690377925700672,-1.5420960820608574,-0.8967750591707002,1.0,-2.360559555878125,-1.4852324898612315,-1.8163644843847535,-1.0081267330601735,0.6590445404919425,108480
0.0,-1.0786938683951162,-1.257260614377264,0.2564862209634165,1.0,-0.7066031607475523,-1.4852324898612315,-0.7547756236415708,-1.0081267330601735,-1.6422488058992635,111500
0.0,-2.3852415271823957,-1.7003380085517426,-1.0827849430632996,1.0,-0.8719988002606096,-2.1939614224416886,-1.3264003948109768,-1.0081267330601735,1.0905370429402936,84900
1.0,0.9446403531990734,-0.06253406937108012,0.2564862209634165,0.0,1.1127488738960778,-0.06777462470031695,0.7865697414759347,0.3067040350468145,0.9946498201739933,271500
1.0,1.7476227684954222,0.6495545998379035,1.4004470069029031,0.0,1.1789071297013007,2.058412173041055,1.7052524094267658,1.6215348031538026,1.0905370429402936,356000
1.0,-0.44356653426241094,-0.659897341874172,-0.3387454074929018,0.0,1.1127488738960778,0.6409543078801403,0.015897058917182,0.3067040350468145,0.9946498201739933,190000
0.0,-0.057953509967554155,-0.9368207132332212,-0.15273552360030232,1.0,-0.07809973059793461,-0.06777462470031695,-0.3413684230636968,0.3067040350468145,0.9946498201739933,156000
0.0,-0.6794709726545586,1.1223023552294233,1.446949477876053,1.0,0.08729590891512268,0.6409543078801403,0.31957271860092895,0.3067040350468145,-0.4916021327036605,206000
0.0,-0.051148574244703746,-0.930886640989813,-0.9851297540196849,1.0,-0.3427327538188263,-1.4852324898612315,-0.3337127341641065,-1.0081267330601735,-1.114869080684612,115400
0.0,-0.2870530126368514,-1.1366011454279639,-1.0269819778955198,1.0,-0.5081283933318835,-0.7765035572807742,-0.5991099493499021,-1.0081267330601735,0.898762597407693,134500
1.0,2.2058217738340167,1.114390258904879,1.5911071378928177,0.0,0.7488784669673518,1.3496832404605976,2.30494803989467,1.6215348031538026,0.5152137063424921,315000
0.0,-2.3852415271823957,-0.5451719451682802,-0.050430087459372615,1.0,-0.3096536259162148,-1.4852324898612315,0.16390704430926034,0.3067040350468145,-1.066925469301462,150750
1.0,0.0736085806742205,-0.8300074128518736,0.05187534868155709,1.0,0.3850080600386258,-0.06777462470031695,-0.20356602287107212,0.3067040350468145,-0.060109630255309375,183500
0.0,-0.24849171020736574,2.020325288065197,0.47969808163453587,1.0,0.05421678101251123,-0.06777462470031695,0.33488409640010947,0.3067040350468145,-0.5395457440868106,104500
1.0,1.7793791352020574,0.6851590332983528,0.10302806675202195,0.0,1.1458280017986893,-0.06777462470031695,1.7511865428243074,0.3067040350468145,1.0425934315571435,204900
1.0,1.6478170445602829,0.5664775884301888,1.126082428161319,0.0,1.0135114901882436,1.3496832404605976,1.5980727648325024,1.6215348031538026,0.898762597407693,300000
1.0,2.6504109077269105,1.4526323767791463,1.1679346520371539,0.0,1.1458280017986893,1.3496832404605976,2.7413223071713144,0.3067040350468145,1.0425934315571435,392000
0.0,-0.5342990105670831,-1.3522057702717951,0.20068325579563667,0.0,-0.27657449801360334,-0.7765035572807742,-0.8772666460350149,0.3067040350468145,-1.0189818579183119,110000
0.0,-0.860935925263903,-0.3473695370546736,-1.0827849430632996,1.0,-1.1697109513841126,-1.4852324898612315,-1.0278285277269568,-1.0081267330601735,-1.6422488058992635,128000
0.0,0.29590314762066733,0.2836201448277314,-0.1620360177949323,1.0,-0.17733711430576898,-0.06777462470031695,1.2331515939520332,0.3067040350468145,-0.8751510237688614,195000
1.0,0.09175507593515493,0.09966390528207728,-0.1620360177949323,0.0,1.1458280017986893,0.6409543078801403,-0.12190534127544267,0.3067040350468145,1.0905370429402936,241000
0.0,-0.5342990105670831,-1.3522057702717951,-0.1899375003788222,0.0,-1.3681857187997815,-0.06777462470031695,-0.8772666460350149,-1.0081267330601735,1.0905370429402936,120500
0.0,-2.3852415271823957,-1.0990186878863786,0.2564862209634165,1.0,-0.6404449049423294,-2.1939614224416886,-0.5506239196524972,0.3067040350468145,-1.5463615831329631,82000
0.0,0.7268824100678601,-0.05462197304653586,0.5355010468023157,1.0,0.28577067633079145,0.6409543078801403,0.7967773266753885,0.3067040350468145,-0.20394046440475974,187500
1.0,-1.5142097546575426,-0.05462197304653586,-0.3294449132982718,0.0,0.6496410832595174,0.6409543078801403,-0.9129931942331028,0.3067040350468145,0.3713828721930417,160000
0.0,-0.32107769125110347,0.04230120692913136,0.5773532706781506,1.0,-0.7066031607475523,-1.4852324898612315,-0.6373883938478535,-1.0081267330601735,-1.6422488058992635,277500
1.0,-1.0514741255037146,0.3291146986938609,-1.1385879082310795,1.0,-1.5335813583128388,1.3496832404605976,-0.8338844089373368,-1.0081267330601735,0.5631573177256423,161000
1.0,-0.1804423529788616,0.6159281904585905,0.428545363564071,0.0,1.0135114901882436,1.3496832404605976,-0.47917082325632143,0.3067040350468145,0.850818986024543,235000
0.0,-1.1875728399607228,-0.9091283760973163,0.7029099423056552,1.0,-1.1697109513841126,-0.7765035572807742,-1.5611748543984114,0.3067040350468145,-0.20394046440475974,123900
1.0,1.9971370783332707,0.8552691042760544,1.4004470069029031,0.0,1.2119862576039122,1.3496832404605976,1.9706496246125615,1.6215348031538026,1.1384806543234438,394617
0.0,0.6769795481002905,-0.32758929624331296,0.7308114248895451,1.0,0.18653329262295706,-0.06777462470031695,0.44461563729423653,0.3067040350468145,-0.34777129855421013,167900
1.0,0.7949317672963643,-0.19308365872606048,0.7075601894029702,0.0,1.2119862576039122,0.6409543078801403,0.6181445856849491,0.3067040350468145,1.1384806543234438,229800
0.0,0.010095847260949975,-0.8774799907991393,-0.7665681404458805,1.0,-0.44197013752666064,-0.7765035572807742,-0.2648115340677942,-1.0081267330601735,0.3713828721930417,142100
1.0,2.1967485262035495,1.0293352234160282,1.9677771527753316,0.0,1.2119862576039122,2.058412173041055,2.1952164990005425,1.6215348031538026,1.1384806543234438,404000
1.0,0.48644134786047893,-0.46209493376056543,-0.3945483726606816,0.0,1.1789071297013007,0.6409543078801403,0.271086688903524,0.3067040350468145,1.0905370429402936,159895
0.0,-1.5686492404403458,0.6179062145397265,0.9261218029767746,1.0,-2.360559555878125,-0.7765035572807742,-0.32605704526451623,0.3067040350468145,0.5631573177256423,140000
1.0,-0.477591212876663,0.3469169154240855,0.13557979643322685,1.0,0.9142741064804091,-0.06777462470031695,-0.683322527245395,0.3067040350468145,0.7069881518750926,181000
1.0,-0.8291795585572677,0.8473570079515101,-2.198844246418896,1.0,-1.8312935094363418,-0.7765035572807742,-0.5404163344530435,-2.3229575011671613,0.5152137063424921,35000
0.0,-0.860935925263903,-1.6370412379553885,-1.1106864256471896,1.0,-1.0043153118710555,-1.4852324898612315,-1.2447397132153475,-1.0081267330601735,-1.6422488058992635,113000
1.0,0.7041992909916921,0.012630845712090378,-0.15273552360030232,0.0,1.1127488738960778,0.6409543078801403,0.8835418008707447,0.3067040350468145,0.9946498201739933,167240
0.0,0.8516395649867844,-0.14363305669765883,0.20068325579563667,1.0,-0.07809973059793461,-0.06777462470031695,0.6819419931815346,0.3067040350468145,-0.7313201896194111,183000
1.0,0.5726372003499175,0.360763083992038,0.26578671515804647,1.0,-0.045020602695323146,0.6409543078801403,1.3326755496467066,0.3067040350468145,-0.683376578236261,174000
0.0,-0.7928865680353988,0.481422552941338,0.30763893903388134,0.0,-0.11117885850054607,-0.06777462470031695,-0.3030899785657455,0.3067040350468145,-0.7792638010025612,175000
1.0,0.7858585196658971,-0.20099575505060474,0.3215896803258263,0.0,0.616561955356906,-0.06777462470031695,0.6079370004854954,0.3067040350468145,0.3234392608098916,175900
0.0,-2.3852415271823957,0.7959283818419725,0.30763893903388134,1.0,0.2196124205255685,-0.06777462470031695,0.4037852964964218,0.3067040350468145,-0.29982768717106,112000
1.0,-0.6136899273336712,0.3390048190995412,-0.2317897242546571,1.0,0.7819575948699633,-0.06777462470031695,-0.9665830165302346,0.3067040350468145,0.5152137063424921,183500
0.0,0.08268182830468772,-0.8141832202027851,0.21928424418489662,1.0,-0.27657449801360334,-1.4852324898612315,-0.18315085247216475,0.3067040350468145,-1.0189818579183119,118500
0.0,1.7975256304629919,0.6812029851360807,0.34019066871508624,1.0,0.18653329262295706,-0.06777462470031695,1.7460827502245806,0.3067040350468145,-0.34777129855421013,190000
0.0,0.7654437124973459,-0.21879797178082933,-0.25504095974123203,1.0,0.08729590891512268,-0.7765035572807742,0.5849699337867246,0.3067040350468145,-0.44365852132051037,131000
1.0,0.09856001165800535,1.5732918457284464,0.5448015409969457,0.0,0.6827202111621289,0.6409543078801403,0.015897058917182,0.3067040350468145,0.7549317632582427,334000
0.0,-0.31654106743586985,-0.687589679010077,-0.28294244232512195,1.0,-0.11117885850054607,-0.06777462470031695,-0.01982948928090588,0.3067040350468145,-0.7792638010025612,226000
0.0,-0.8881556681553046,-0.29989695910740805,-0.09228231133520749,1.0,-0.17733711430576898,-0.06777462470031695,-1.2753624688137084,0.3067040350468145,-0.8751510237688614,141000
0.0,-0.39820029611007485,-1.1820956992940934,-0.8595730823921803,1.0,-0.1442579864031575,-0.7765035572807742,-0.6578035642467608,-1.0081267330601735,-0.8272074123857114,128500
0.0,-1.3372814258634318,-1.0119856283163917,-0.8177208585163454,1.0,0.05421678101251123,-1.4852324898612315,-1.6173165729954067,-1.0081267330601735,-0.5395457440868106,91000
0.0,1.8451601805229447,0.6535106480001757,0.2239344912822116,1.0,-0.1442579864031575,0.6409543078801403,1.7103562020264929,0.3067040350468145,-0.8272074123857114,145000
1.0,-1.0061078873513785,-0.20495180321287687,-0.15273552360030232,0.0,1.1789071297013007,-0.06777462470031695,-1.4080610764066062,0.3067040350468145,1.0905370429402936,170000
1.0,0.2754883404521161,1.383401533939384,0.20068325579563667,0.0,0.8481158506751862,1.3496832404605976,0.05672739971499671,0.3067040350468145,0.6111009291087923,284500
1.0,1.1828131034988378,0.2480157113672822,0.30298869193656636,0.0,1.1458280017986893,1.3496832404605976,1.1872174605544916,0.3067040350468145,1.0905370429402936,124900
0.0,-1.03332763024278,-0.13769898445425063,-0.4782528204123514,1.0,-1.5666604862154503,-1.4852324898612315,-0.8313325126374734,0.3067040350468145,-1.6422488058992635,117000
0.0,-0.5342990105670831,-1.3522057702717951,-0.8595730823921803,1.0,-1.1035526955788897,-1.4852324898612315,-0.8772666460350149,-1.0081267330601735,-1.2586999148340625,100000
0.0,-0.5342990105670831,-1.3522057702717951,-0.97117901272774,1.0,0.3850080600386258,-0.7765035572807742,-0.8772666460350149,-1.0081267330601735,-0.060109630255309375,113000
1.0,-0.7112273393611939,-0.015061491423814544,-0.15273552360030232,0.0,1.1458280017986893,0.6409543078801403,-1.0763145574243618,0.3067040350468145,1.0425934315571435,172785
1.0,-0.35510236986535554,0.6297743590265429,1.4004470069029031,0.0,1.1789071297013007,1.3496832404605976,-0.6756668383458048,1.6215348031538026,1.0905370429402936,285000
1.0,0.24146366183786402,-0.6757215345232606,0.47969808163453587,1.0,1.0796697459934663,-0.06777462470031695,-0.004518111481725361,0.3067040350468145,0.9467062087908432,132000
0.0,0.3321961381425362,-0.47791912640965395,-0.3387454074929018,1.0,-0.07809973059793461,-1.4852324898612315,0.2506715185046166,0.3067040350468145,-0.7313201896194111,108959
0.0,-1.7024796429897373,-0.7014358475780293,0.9819247681445544,1.0,-0.5081283933318835,-0.7765035572807742,-0.03769276337994982,0.3067040350468145,-1.3545871376003626,139500
1.0,1.888258106767664,0.7603239483815233,0.8191661197385299,0.0,1.2119862576039122,2.058412173041055,1.8481586022191174,0.3067040350468145,1.1864242657065938,320000
1.0,-0.6590561654860073,0.20449918158228877,0.05187534868155709,0.0,0.6827202111621289,-0.06777462470031695,-0.8925780238341955,0.3067040350468145,0.3713828721930417,184900
0.0,-0.6976174679154931,-1.4787993114645033,-0.97117901272774,1.0,0.4180871879412373,-0.06777462470031695,-1.0405880092262738,-1.0081267330601735,-0.01216601887215925,125000
0.0,0.014632471076183585,0.10164192936321334,-1.0827849430632996,1.0,-1.1035526955788897,-0.7765035572807742,-0.25970774146806735,-1.0081267330601735,-1.6422488058992635,160000
1.0,3.099536665435038,1.9075779154404415,0.8238163668358449,0.0,1.1789071297013007,1.3496832404605976,3.328258456139901,1.6215348031538026,1.0905370429402936,417500
0.0,-0.5864701844422696,0.0403231828479953,-0.8921248120733852,1.0,-1.3020274629945585,-0.7765035572807742,-0.7956059644393855,-1.0081267330601735,0.7549317632582427,159434
1.0,0.8720543721553357,-0.12583083996743424,0.05187534868155709,0.0,1.0796697459934663,0.6409543078801403,0.7049090598803054,0.3067040350468145,0.9467062087908432,210000
1.0,0.014632471076183585,0.7998844300042446,1.2237376172049337,0.0,1.1127488738960778,1.3496832404605976,-0.25970774146806735,0.3067040350468145,0.9946498201739933,374000
0.0,-0.42542003900147646,-1.257260614377264,-0.6363612217210609,1.0,-0.3096536259162148,-0.7765035572807742,-0.7547756236415708,-1.0081267330601735,-1.066925469301462,134500
0.0,0.49778290739856296,0.20054313342001664,0.02397386609766717,1.0,0.2196124205255685,0.6409543078801403,1.1259719493577696,0.3067040350468145,-0.29982768717106,157000
1.0,-0.20766209587026324,1.618786399594576,0.3169394332285113,0.0,1.1127488738960778,0.6409543078801403,-0.5097935788546825,0.3067040350468145,1.0425934315571435,179900
0.0,2.6572158434497606,1.4308741118866497,0.20068325579563667,1.0,0.05421678101251123,0.6409543078801403,2.7132514478728167,0.3067040350468145,-0.5395457440868106,167000
1.0,-0.6703977250240913,0.05021330325367563,-0.15273552360030232,0.0,0.9473532343830205,-0.06777462470031695,-0.9972057721285956,0.3067040350468145,0.7549317632582427,177000
1.0,-0.4594447176157285,1.262742064990084,-0.5247552913855013,1.0,-2.426717811683348,-0.7765035572807742,-0.2163255043703892,0.3067040350468145,-0.9230946351520116,106000
0.0,-1.1830362161454893,-1.0040735319918475,-0.8177208585163454,1.0,-0.045020602695323146,-1.4852324898612315,-1.607108987795953,-1.0081267330601735,-0.683376578236261,134000
0.0,-0.42542003900147646,-0.009127419180406346,0.47969808163453587,1.0,-0.7727614165527752,-0.06777462470031695,-0.2443963636688868,0.3067040350468145,0.46727009495934196,135000
1.0,1.2984970107872948,0.24603768728614614,1.3213928062485485,0.0,0.7488784669673518,1.3496832404605976,1.1846655642546282,1.6215348031538026,0.5152137063424921,310000
0.0,-0.4367615985395605,-0.6361610529005393,-0.41314936104994154,1.0,-2.360559555878125,-1.4852324898612315,-0.7675351051408879,-1.0081267330601735,-1.6422488058992635,102776
0.0,0.8402980054487004,0.3469169154240855,-0.5015040558989263,1.0,-0.4088910096240492,-0.7765035572807742,1.3148122755476628,-1.0081267330601735,-1.2107563034509123,173000
1.0,0.543149145550899,-0.4126443317321638,-0.1945877474761372,1.0,0.8150367227725748,-0.06777462470031695,0.33488409640010947,0.3067040350468145,0.6111009291087923,173000
1.0,0.6316133099479544,-0.3355013925678572,-0.16668626489224728,0.0,1.1458280017986893,-0.06777462470031695,0.43440805209478284,0.3067040350468145,1.0905370429402936,173500
1.0,0.4206603025395916,-0.32165522399990476,-0.31549417200632685,1.0,0.8811949785777977,-0.06777462470031695,0.45227132619382676,0.3067040350468145,0.6590445404919425,215000
0.0,-0.1260028671960583,-0.9961614356673032,-2.198844246418896,1.0,-1.037394439773667,-0.7765035572807742,-0.4179253120595994,-2.3229575011671613,-0.7313201896194111,108000
1.0,0.9854699675361759,-0.02692963591063094,0.03327436029229714,1.0,-0.2434953701109919,-0.7765035572807742,0.8325038748734763,0.3067040350468145,0.7069881518750926,167000
1.0,1.851965116245795,0.7286755630833462,2.8466738541678644,0.0,1.1127488738960778,2.058412173041055,1.8073282614213027,1.6215348031538026,0.9946498201739933,465000
0.0,-1.024254382612313,-0.5372598488437359,-1.1990411204961744,1.0,-1.765135253631119,0.6409543078801403,-1.357023150409338,-1.0081267330601735,0.2754956494267415,137000
1.0,0.09856001165800535,0.8691152728440069,2.697865947053785,0.0,1.1458280017986893,1.3496832404605976,-0.1652875783731208,1.6215348031538026,1.0425934315571435,405749
1.0,1.7884523828325247,1.053071512389661,1.456249972070683,0.0,0.8150367227725748,0.6409543078801403,2.2258392545989034,1.6215348031538026,0.6111009291087923,300000
0.0,-0.14414936245699272,0.22230139831251336,-0.5108045500935563,1.0,-0.7066031607475523,-0.7765035572807742,-0.3311608378642431,-1.0081267330601735,0.6111009291087923,128500
0.0,-0.31654106743586985,-1.1623154584827327,-0.8177208585163454,1.0,-0.44197013752666064,-0.7765035572807742,-0.6322846012481267,-1.0081267330601735,0.03577759251099087,145000
0.0,-1.058279061226565,1.1262584033916954,0.1495305377251718,1.0,-0.3758118817214377,0.6409543078801403,2.3202594176938502,0.3067040350468145,1.0905370429402936,242000
1.0,-0.2258085911311977,1.4961489065641398,0.3773926454936061,0.0,0.9473532343830205,0.6409543078801403,-0.4587556528574141,0.3067040350468145,0.7549317632582427,236000
0.0,-0.35283405795773876,0.8176866467344692,-0.608459739137171,1.0,-1.4343439746050044,-0.06777462470031695,0.031208436716362517,0.3067040350468145,-1.6422488058992635,177000
0.0,-0.0012457122771340472,-0.8873701112048196,-0.97117901272774,1.0,-0.17733711430576898,-0.7765035572807742,-0.2775710155671113,-1.0081267330601735,-0.8751510237688614,138500
0.0,-0.6976174679154931,-0.750886449606431,0.03327436029229714,1.0,-0.7727614165527752,-1.4852324898612315,-0.938512157231737,0.3067040350468145,-1.6422488058992635,64000
0.0,-0.6068849916108209,0.2618618799352347,1.9770776469699616,0.0,-0.07809973059793461,-0.7765035572807742,-0.9589273276306444,0.3067040350468145,-0.7313201896194111,173000
0.0,-1.3622328568472166,-1.4649531428965508,0.47969808163453587,1.0,-1.9636100210467877,-0.7765035572807742,-1.02272473512723,0.3067040350468145,0.3234392608098916,85000
1.0,1.5298648253642089,0.44779614356202485,1.456249972070683,0.0,1.1789071297013007,0.6409543078801403,1.4449589868406971,1.6215348031538026,1.0905370429402936,235876
1.0,-1.5142097546575426,-0.22868809218650965,-0.38524787846605163,1.0,0.8481158506751862,-0.06777462470031695,-1.035484216626547,0.3067040350468145,0.6111009291087923,169000
1.0,-0.6703977250240913,0.024498990198906775,-0.15273552360030232,0.0,0.9473532343830205,-0.06777462470031695,-1.0303804240268202,0.3067040350468145,0.7549317632582427,180000
1.0,-0.8427894300029685,-0.05857802120880799,-0.24574046554660206,1.0,0.7819575948699633,-0.06777462470031695,-1.22432454281644,0.3067040350468145,0.5631573177256423,165000
0.0,0.3412693857730034,1.3023025466128053,0.47969808163453587,1.0,-0.7066031607475523,-0.06777462470031695,2.5473781883816944,0.3067040350468145,0.8028753746413928,255000
0.0,0.4773681002300117,-0.4700070300851097,-0.059730581654002586,1.0,0.1534541647203456,-0.06777462470031695,0.2608791037040703,0.3067040350468145,-0.39571490993736025,187000
1.0,-0.27117482928353376,2.255710153720389,0.1960330086983217,1.0,-0.1442579864031575,-0.06777462470031695,0.2838461704028411,0.3067040350468145,0.6111009291087923,256900
0.0,-0.31654106743586985,-1.1623154584827327,-0.9200262946572751,1.0,-0.44197013752666064,-0.7765035572807742,-0.6322846012481267,-1.0081267330601735,-1.2586999148340625,158500
0.0,0.1688776807941263,-0.7390183051196146,0.05187534868155709,1.0,0.18653329262295706,-0.7765035572807742,-0.08617879307735479,0.3067040350468145,-0.34777129855421013,150900
0.0,1.1533250486998194,0.11944414609343794,1.4841514546545729,1.0,-0.11117885850054607,-0.7765035572807742,1.0213442010633693,1.6215348031538026,-0.7792638010025612,146500
0.0,-2.022311621963707,-0.7073699198214376,-0.41314936104994154,1.0,-0.44197013752666064,-0.06777462470031695,-0.045348452279540076,-1.0081267330601735,-1.2586999148340625,113500
1.0,-1.7864071835715591,-0.3869300186773949,-0.6363612217210609,1.0,0.1534541647203456,-0.7765035572807742,-1.3876459060076989,-1.0081267330601735,-0.39571490993736025,124000
0.0,-0.026197143260918897,-0.9091283760973163,0.05187534868155709,1.0,0.18653329262295706,-0.7765035572807742,-0.3056418748656089,0.3067040350468145,1.1384806543234438,150500
1.0,3.0405605558370006,1.7651601815986446,2.302594943782011,0.0,1.0465906180908549,2.767141105621512,3.1445219225497345,1.6215348031538026,0.898762597407693,386250
0.0,-0.16002754581031037,0.3409828431806773,-1.0827849430632996,1.0,-1.037394439773667,-0.06777462470031695,-0.37199117866205783,-1.0081267330601735,0.22755203804359136,164900
1.0,1.425522477613836,0.37460925255999045,-0.1899375003788222,1.0,0.6496410832595174,-1.4852324898612315,1.3505388237457505,0.3067040350468145,0.3234392608098916,228500
0.0,-0.4798595247842798,0.35680703582976586,-0.7665681404458805,1.0,-1.8643726373389533,-0.06777462470031695,-0.8160211348382929,-1.0081267330601735,-0.39571490993736025,177000
1.0,-0.5342990105670831,0.13131229058025434,-0.10623305262715245,1.0,-1.5666604862154503,-0.7765035572807742,-0.8772666460350149,0.3067040350468145,-1.6422488058992635,96900
0.0,-0.8994972276933886,-0.6045126676023622,0.30763893903388134,1.0,-0.4088910096240492,-0.06777462470031695,0.08735015531335776,0.3067040350468145,-1.2107563034509123,147000
1.0,1.0625925723951473,0.1332903146613904,0.8145158726412149,0.0,1.1458280017986893,1.3496832404605976,1.0392074751624134,1.6215348031538026,1.0425934315571435,156820
1.0,-0.5842018725346528,-0.05857802120880799,-0.3945483726606816,1.0,0.8481158506751862,-0.06777462470031695,-0.9334083646320102,0.3067040350468145,0.6111009291087923,168000
0.0,0.0713402687666037,-0.6994578234968933,-0.8316715998082903,1.0,-0.27657449801360334,-0.06777462470031695,-0.0351408670800864,-1.0081267330601735,-1.0189818579183119,160000
1.0,-0.15322261008745994,-1.0871505433995623,-0.3387454074929018,1.0,-0.607365777039718,-0.7765035572807742,-0.5353125418533167,0.3067040350468145,-1.4984179717498132,130000
0.0,-0.04434363852185333,1.3398850041543906,0.05187534868155709,1.0,-0.7066031607475523,-0.7765035572807742,-0.14742430427407688,0.3067040350468145,0.3234392608098916,215000
0.0,0.3730257524796387,-0.5609961378173687,-0.6363612217210609,1.0,-0.07809973059793461,-0.06777462470031695,0.14349187391035298,-1.0081267330601735,-0.7313201896194111,113000
0.0,-0.615958239241288,0.2203233742313773,-0.14343502940567235,1.0,-0.2434953701109919,-0.06777462470031695,-0.9232007794325565,0.3067040350468145,-0.9710382465351617,167900
0.0,-0.5138842033985318,-0.005171371018134215,0.9261218029767746,1.0,-1.1366318234815012,-0.06777462470031695,-0.8542995793362441,-1.0081267330601735,0.7549317632582427,157000
1.0,0.7041992909916921,-0.2722046219715031,-0.059730581654002586,0.0,1.1127488738960778,-0.06777462470031695,0.5160687336904123,0.3067040350468145,1.0425934315571435,200000
0.0,-1.103645299378901,-0.5609961378173687,-0.5480065268720762,1.0,-1.698976997825896,-0.7765035572807742,-1.5177926173007332,-1.0081267330601735,0.6111009291087923,115000
1.0,0.554490705088983,2.160764997825858,-2.198844246418896,1.0,-1.5997396141180618,-0.7765035572807742,0.34764357789942657,-2.3229575011671613,-1.6422488058992635,200000
1.0,1.1669349201455201,0.19856510933888058,1.9398756701914417,0.0,1.1789071297013007,1.3496832404605976,1.1234200530579062,1.6215348031538026,1.0905370429402936,256300
1.0,0.20290235940837836,-0.7093479439025736,0.05187534868155709,0.0,1.1458280017986893,0.6409543078801403,-0.0479003485794035,0.3067040350468145,1.0425934315571435,152000
1.0,1.203227910667389,0.16296067587843138,2.0096293766511666,0.0,1.1789071297013007,1.3496832404605976,1.0774859196603646,1.6215348031538026,1.0905370429402936,317500
1.0,-0.8881556681553046,-0.35528163337921786,-0.3387454074929018,0.0,1.0465906180908549,0.6409543078801403,-1.2753624688137084,0.3067040350468145,0.898762597407693,170000
1.0,0.24600028565309764,1.4526323767791463,1.3725455243190132,0.0,0.9473532343830205,1.3496832404605976,0.11542101461185537,1.6215348031538026,0.7549317632582427,348000
